ID,Style,agreeableness,anger,anticipation,arrogance,disagreeableness,disgust,fear,gratitude,happiness,humility,love,optimism,pessimism,regret,sadness,shame,shyness,surprise,trust,neutral,Image URL,Image Path
577285b4edc2cb388001c741,Modern Art,0.0,0.0,0.091,0.0,0.0,0.091,0.0,0.0,0.636,0.182,0.091,0.273,0.0,0.0,0.0,0.0,0.0,0.091,0.182,0.0,https://uploads8.wikiart.org/images/patrick-procktor/back-bay-in-bombay-from-the-india-mother-suite-of-7-aquatints-1970.jpg,resized_images\11_resized.png
5772898cedc2cb38800df3fd,Post Renaissance Art,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.1,0.6,0.0,https://uploads0.wikiart.org/images/george-romney/admiral-john-forbes-1714-1796-1778.jpg,resized_images\12_resized.png
5772849eedc2cb3880fe72ab,Modern Art,0.0,0.0,0.273,0.0,0.0,0.182,0.0,0.0,0.091,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.091,0.0,https://uploads4.wikiart.org/images/ron-gorchov/untitled-1968.jpg,resized_images\13_resized.png
577282b3edc2cb3880f89e19,Modern Art,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.1,0.0,0.0,0.3,0.1,0.0,https://uploads0.wikiart.org/images/louis-cane/toile-d-coup-e-1976.jpg,resized_images\14_resized.png
577284a7edc2cb3880fe813a,Modern Art,0.0,0.0,0.25,0.083,0.0,0.0,0.0,0.083,0.25,0.083,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.083,0.0,https://uploads2.wikiart.org/images/francis-picabia/dances-at-the-spring-1912.jpg,resized_images\15_resized.png
57727ca4edc2cb3880e54008,Renaissance Art,0.0,0.083,0.0,0.083,0.083,0.083,0.0,0.167,0.333,0.167,0.417,0.167,0.0,0.083,0.083,0.083,0.0,0.083,0.583,0.0,https://uploads6.wikiart.org/images/domenico-veneziano/madonna-and-child.jpg,resized_images\16_resized.png
57726ff3edc2cb3880bc56a7,Post Renaissance Art,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,https://uploads6.wikiart.org/images/jacques-louis-david/the-consecration-of-the-emperor-napoleon-and-the-coronation-of-the-empress-josephine-by-pope-1807.jpg,resized_images\17_resized.png
577288deedc2cb38800bdf0f,Modern Art,0.0,0.0,0.4,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.2,0.1,0.0,0.5,0.1,0.1,https://uploads7.wikiart.org/images/karl-otto-gotz/untitled-1958.jpg,resized_images\18_resized.png
57726e25edc2cb3880b60a8b,Modern Art,0.091,0.0,0.091,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.0,0.182,0.273,0.636,0.0,0.0,0.091,0.273,0.0,https://uploads2.wikiart.org/images/edvard-munch/the-sick-child-1886.jpg,resized_images\19_resized.png
577288ddedc2cb38800bde1d,Contemporary Art,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.1,https://uploads4.wikiart.org/images/herbert-zangs/peinture-relief-1955.jpg,resized_images\20_resized.png
577287d9edc2cb38800895a7,Modern Art,0.0,0.091,0.273,0.0,0.0,0.091,0.364,0.091,0.0,0.091,0.0,0.0,0.182,0.0,0.182,0.0,0.091,0.273,0.182,0.0,https://uploads2.wikiart.org/images/joan-brown/self-portrait-with-cloud-cigarette-1964.jpg,resized_images\21_resized.png
57727dd9edc2cb3880e90d51,Post Renaissance Art,0.063,0.036,0.17,0.036,0.054,0.027,0.08,0.018,0.384,0.205,0.018,0.196,0.018,0.009,0.018,0.027,0.009,0.08,0.232,0.009,https://uploads3.wikiart.org/images/adriaen-van-de-venne/princes-maurits-and-frederik-hendrik-of-orange-at-the-valkenburg-horse-fair.jpg,resized_images\22_resized.png
57726f83edc2cb3880bb117d,Post Renaissance Art,0.077,0.0,0.0,0.0,0.077,0.077,0.385,0.0,0.385,0.385,0.0,0.0,0.154,0.231,0.308,0.154,0.0,0.077,0.0,0.0,https://uploads4.wikiart.org/images/honore-daumier/don-quixote-and-sancho-pansa-having-a-rest-under-a-tree.jpg,resized_images\23_resized.png
577286cdedc2cb3880056d93,Modern Art,0.083,0.0,0.5,0.083,0.083,0.083,0.0,0.083,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.083,0.333,0.083,0.0,https://uploads5.wikiart.org/images/victor-servranckx/red-rotation-1922.jpg,resized_images\24_resized.png
57728742edc2cb388006c6c8,Modern Art,0.0,0.0,0.0,0.0,0.0,0.091,0.545,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.091,0.0,0.0,0.273,0.0,0.0,https://uploads1.wikiart.org/images/antonio-areal/opus-ii-n-40-1961.jpg,resized_images\25_resized.png
577284fbedc2cb3880ffab14,Modern Art,0.0,0.0,0.273,0.091,0.091,0.273,0.091,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.182,0.091,0.455,0.091,0.0,https://uploads1.wikiart.org/images/corneille/planets-1974.jpg,resized_images\26_resized.png
577287afedc2cb388007fc5b,Contemporary Art,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,https://uploads4.wikiart.org/images/antonio-calderara/spazio-luce-1961.jpg,resized_images\27_resized.png
57728459edc2cb3880fdb65d,Modern Art,0.0,0.1,0.4,0.0,0.0,0.3,0.3,0.0,0.1,0.1,0.1,0.0,0.2,0.1,0.2,0.0,0.0,0.5,0.1,0.0,https://uploads8.wikiart.org/images/afro/figure.jpg,resized_images\28_resized.png
5772819cedc2cb3880f501c7,Modern Art,0.0,0.018,0.327,0.036,0.073,0.182,0.055,0.018,0.055,0.073,0.036,0.055,0.036,0.0,0.036,0.018,0.018,0.436,0.036,0.073,https://uploads6.wikiart.org/images/eileen-agar/the-reaper-1938.jpg,resized_images\29_resized.png
577286a6edc2cb388004df04,Contemporary Art,0.0,0.0,0.3,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,https://uploads1.wikiart.org/images/lynda-benglis/corner-piece-1969.jpg,resized_images\30_resized.png
57727fe2edc2cb3880ef5ab8,Modern Art,0.063,0.0,0.219,0.031,0.016,0.031,0.078,0.078,0.297,0.109,0.047,0.125,0.063,0.0,0.094,0.0,0.0,0.25,0.047,0.0,https://uploads7.wikiart.org/images/alma-woodsey-thomas/atmospheric-effects-i-1970.jpg,resized_images\31_resized.png
57727014edc2cb3880bce964,Post Renaissance Art,0.111,0.0,0.111,0.0,0.111,0.0,0.111,0.222,0.667,0.222,0.111,0.333,0.0,0.111,0.0,0.0,0.0,0.0,0.333,0.0,https://uploads6.wikiart.org/images/francisco-zurbaran/st-apollonia-1636.jpg,resized_images\32_resized.png
57726f48edc2cb3880ba012f,Post Renaissance Art,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.4,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,https://uploads6.wikiart.org/images/francisco-goya/charles-iv-of-spain-and-his-family-1800.jpg,resized_images\33_resized.png
577271d3edc2cb3880c2e4cf,Post Renaissance Art,0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.1,0.3,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.5,0.0,https://uploads2.wikiart.org/images/orest-kiprensky/portrait-of-alexander-pushkin-1827.jpg,resized_images\34_resized.png
577284e7edc2cb3880ff375a,Modern Art,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.364,0.182,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.091,https://uploads6.wikiart.org/images/roger-fry/view-on-the-cote-d-azur-menton-1916.jpg,resized_images\35_resized.png
57726e47edc2cb3880b699f7,Post Renaissance Art,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.3,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.0,https://uploads3.wikiart.org/images/charles-francois-daubigny/french-coastal-scene-1868.jpg,resized_images\36_resized.png
57728984edc2cb38800de804,Post Renaissance Art,0.0,0.0,0.091,0.182,0.0,0.0,0.0,0.091,0.545,0.273,0.364,0.273,0.0,0.091,0.091,0.0,0.0,0.091,0.273,0.0,https://uploads7.wikiart.org/images/joseph-marie-vien/greek-woman-at-the-bath-1767.jpg,resized_images\37_resized.png
57727023edc2cb3880bcfefa,Renaissance Art,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.5,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,https://uploads8.wikiart.org/images/pietro-perugino/christ-handing-the-keys-to-st-peter-1482.jpg,resized_images\38_resized.png
5772842cedc2cb3880fd1c07,Modern Art,0.0,0.0,0.231,0.0,0.0,0.231,0.0,0.0,0.154,0.077,0.0,0.231,0.077,0.077,0.0,0.154,0.0,0.538,0.077,0.0,https://uploads8.wikiart.org/images/willi-baumeister/monturi-with-red-and-blue-1953.jpg,resized_images\39_resized.png
57727ffeedc2cb3880efda19,Modern Art,0.0,0.0,0.083,0.083,0.0,0.0,0.0,0.0,0.167,0.417,0.0,0.083,0.0,0.0,0.083,0.0,0.0,0.167,0.167,0.0,https://uploads1.wikiart.org/images/tivadar-kosztka-csontvary/teacher-in-morocco-1908.jpg,resized_images\40_resized.png
577283d7edc2cb3880fbee6c,Modern Art,0.077,0.154,0.077,0.0,0.0,0.154,0.385,0.0,0.0,0.0,0.0,0.154,0.154,0.0,0.154,0.0,0.077,0.385,0.0,0.0,https://uploads3.wikiart.org/images/marcel-barbeau/virgin-forest-1948.jpg,resized_images\41_resized.png
57728204edc2cb3880f63d8a,Modern Art,0.012,0.155,0.119,0.024,0.071,0.19,0.369,0.012,0.036,0.024,0.012,0.06,0.155,0.083,0.19,0.071,0.024,0.333,0.036,0.0,https://uploads1.wikiart.org/images/syed-haider-raza/clocher-du-village-1958.jpg,resized_images\42_resized.png
57728228edc2cb3880f6c6a5,Modern Art,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.7,0.5,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,https://uploads0.wikiart.org/images/janos-tornyai/wheatland-with-woman-of-shawl-1912.jpg,resized_images\43_resized.png
57728943edc2cb38800d2c83,Modern Art,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.1,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,https://uploads3.wikiart.org/images/pierre-roy/boris-anrep-in-his-studio-65-boulevard-arago-1949.jpg,resized_images\44_resized.png
57727f7bedc2cb3880ee1357,Modern Art,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,0.273,0.182,0.091,0.091,0.0,0.0,0.0,0.0,0.0,0.545,0.091,0.0,https://uploads8.wikiart.org/images/amadeo-de-souza-cardoso/landscape-1912.jpg,resized_images\45_resized.png
57727fb8edc2cb3880eecaef,Modern Art,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.2,0.1,0.1,https://uploads1.wikiart.org/images/edward-weston/dunes-oceano-1936.jpg,resized_images\46_resized.png
577284e2edc2cb3880ff2f1e,Modern Art,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.0,0.2,0.1,0.0,0.1,0.3,0.1,https://uploads2.wikiart.org/images/manuel-neri/figure-with-legs-crossed-1991.jpg,resized_images\47_resized.png
5772798fedc2cb3880dbc750,Renaissance Art,0.0,0.091,0.0,0.0,0.091,0.091,0.182,0.091,0.091,0.091,0.091,0.091,0.0,0.273,0.636,0.273,0.0,0.0,0.273,0.0,https://uploads6.wikiart.org/images/martin-schongauer/ecce-homo.jpg,resized_images\48_resized.png
57728219edc2cb3880f6b0be,Post Renaissance Art,0.0,0.0,0.1,0.0,0.0,0.2,0.3,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.3,0.0,https://uploads3.wikiart.org/images/vieira-portuense/s-plica-de-in-s-de-castro.jpg,resized_images\49_resized.png
577283d0edc2cb3880fbe34c,Modern Art,0.0,0.1,0.4,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,https://uploads2.wikiart.org/images/jock-macdonald/from-a-riviera-window-1955.jpg,resized_images\50_resized.png
5772812dedc2cb3880f3ad4d,Modern Art,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,https://uploads0.wikiart.org/images/louis-marcoussis/la-table-1927.jpg,resized_images\51_resized.png
57727cd1edc2cb3880e5de05,Modern Art,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.3,0.7,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,https://uploads1.wikiart.org/images/max-liebermann/woman-with-goats.jpg,resized_images\52_resized.png
577280f3edc2cb3880f30270,Modern Art,0.0,0.0,0.3,0.0,0.2,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.1,0.1,0.5,0.0,0.0,https://uploads4.wikiart.org/images/nyoman-masriadi/save-the-land-1998.jpg,resized_images\53_resized.png
57726ea4edc2cb3880b7e54e,Post Renaissance Art,0.1,0.0,0.1,0.0,0.2,0.1,0.0,0.2,0.5,0.2,0.0,0.1,0.1,0.0,0.1,0.2,0.1,0.1,0.0,0.0,https://uploads5.wikiart.org/images/jean-francois-millet/harvesters-resting-1853.jpg,resized_images\54_resized.png
577287c8edc2cb388008244b,Modern Art,0.0,0.0,0.091,0.0,0.0,0.273,0.636,0.0,0.0,0.091,0.0,0.0,0.091,0.091,0.364,0.091,0.0,0.0,0.0,0.0,https://uploads2.wikiart.org/images/nathan-oliveira/golden-head-1986.jpg,resized_images\55_resized.png
5772857fedc2cb38800120d4,Post Renaissance Art,0.06,0.015,0.09,0.09,0.0,0.015,0.0,0.09,0.313,0.06,0.149,0.164,0.0,0.0,0.015,0.0,0.015,0.015,0.642,0.0,https://uploads3.wikiart.org/images/john-hoppner/mary-robinson-as-perdita-1782.jpg,resized_images\56_resized.png
57727b73edc2cb3880e18b92,Post Renaissance Art,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.273,0.091,0.182,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.0,https://uploads7.wikiart.org/images/fyodor-vasilyev/rye.jpg,resized_images\57_resized.png
57727d89edc2cb3880e7e8d7,Renaissance Art,0.2,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,https://uploads0.wikiart.org/images/andrea-solario/the-lute-player.jpg,resized_images\58_resized.png
57727759edc2cb3880d461ff,Post Renaissance Art,0.154,0.0,0.0,0.0,0.077,0.0,0.077,0.154,0.231,0.231,0.0,0.077,0.0,0.0,0.077,0.0,0.077,0.077,0.615,0.0,https://uploads5.wikiart.org/images/vasily-tropinin/not_detected_241177.jpg,resized_images\59_resized.png
57727696edc2cb3880d1f359,Renaissance Art,0.143,0.0,0.117,0.026,0.0,0.026,0.026,0.338,0.273,0.312,0.208,0.169,0.013,0.013,0.013,0.0,0.039,0.039,0.662,0.0,https://uploads5.wikiart.org/images/filippo-lippi/annunciation.jpg,resized_images\60_resized.png
577285e4edc2cb388002632f,Modern Art,0.0,0.0,0.273,0.091,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.182,0.455,0.091,0.182,0.0,0.091,https://uploads1.wikiart.org/images/allen-jones/table-1969.jpg,resized_images\61_resized.png
57726ecdedc2cb3880b8857f,Modern Art,0.154,0.0,0.154,0.0,0.077,0.0,0.0,0.0,0.538,0.385,0.231,0.308,0.0,0.077,0.0,0.077,0.0,0.077,0.154,0.0,https://uploads0.wikiart.org/images/paul-gauguin/the-seed-of-the-areoi-1892.jpg,resized_images\62_resized.png
5772845fedc2cb3880fdc0e9,Modern Art,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,https://uploads1.wikiart.org/images/santiago-rusinol/terraced-garden-in-mallorca-1911.jpg,resized_images\63_resized.png
59839e9cedc2c9658c2f54cd,Modern Art,0.0,0.083,0.167,0.0,0.083,0.25,0.417,0.083,0.083,0.0,0.0,0.0,0.083,0.083,0.083,0.0,0.0,0.333,0.0,0.083,https://uploads3.wikiart.org/00143/images/li-chevalier/arrachement.jpg,resized_images\64_resized.png
57727043edc2cb3880bd8d6a,Post Renaissance Art,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,0.4,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://uploads5.wikiart.org/images/camille-corot/souvenir-of-mortefontaine-1864.jpg,resized_images\65_resized.png
577281caedc2cb3880f59ad8,Post Renaissance Art,0.0,0.0,0.167,0.083,0.0,0.0,0.0,0.167,0.5,0.25,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.083,0.583,0.0,https://uploads5.wikiart.org/images/gheorghe-tattarescu/february-11th-1866-the-modern-romania-1866.jpg,resized_images\66_resized.png
577287c4edc2cb3880081d4b,Renaissance Art,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.091,0.182,0.091,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.091,https://uploads7.wikiart.org/images/nicholas-hilliard/elizabeth-i-the-pelican-portrait-1575.jpg,resized_images\67_resized.png
57728736edc2cb388006b3a6,Modern Art,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.4,0.1,0.0,0.4,0.0,0.0,https://uploads5.wikiart.org/images/william-turnbull/head-1953.jpg,resized_images\68_resized.png
577278cfedc2cb3880d93a9e,Renaissance Art,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,https://uploads2.wikiart.org/images/vittore-carpaccio/the-virgin-reading-1510.jpg,resized_images\69_resized.png
57727e83edc2cb3880eb0d2b,Renaissance Art,0.091,0.0,0.182,0.091,0.091,0.091,0.182,0.091,0.364,0.0,0.0,0.182,0.091,0.0,0.091,0.0,0.0,0.0,0.455,0.0,https://uploads5.wikiart.org/images/andrea-mantegna/julius-caesar-on-a-triumphal-car-1506.jpg,resized_images\70_resized.png
577281a6edc2cb3880f510b1,Modern Art,0.0,0.0,0.1,0.4,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,https://uploads7.wikiart.org/images/lyonel-feininger/jesuiten-iii-jesuits-iii-1915.jpg,resized_images\71_resized.png
577272d6edc2cb3880c69b39,Modern Art,0.043,0.014,0.116,0.014,0.0,0.014,0.014,0.072,0.58,0.275,0.043,0.261,0.0,0.014,0.029,0.0,0.0,0.058,0.101,0.0,https://uploads5.wikiart.org/images/paul-cezanne/mont-sainte-victoire-3.jpg,resized_images\72_resized.png
57728a18edc2cb38800fd615,Post Renaissance Art,0.091,0.0,0.182,0.364,0.0,0.091,0.0,0.0,0.273,0.091,0.0,0.091,0.091,0.091,0.0,0.0,0.0,0.091,0.364,0.0,https://uploads3.wikiart.org/images/charles-turner/cyril-jackson-1811.jpg,resized_images\73_resized.png
57728261edc2cb3880f7748f,Post Renaissance Art,0.0,0.0,0.308,0.077,0.0,0.0,0.0,0.154,0.231,0.154,0.077,0.077,0.0,0.0,0.154,0.0,0.077,0.077,0.308,0.0,https://uploads2.wikiart.org/images/canaletto/perspective-with-a-portico-1765.jpg,resized_images\74_resized.png
57728108edc2cb3880f3227e,Post Renaissance Art,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.5,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0,https://uploads3.wikiart.org/images/dmitry-levitzky/portrait-of-countess-n-f-vorontsova.jpg,resized_images\75_resized.png
57728225edc2cb3880f6c23d,Modern Art,0.1,0.1,0.5,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.1,0.4,0.0,0.0,https://uploads8.wikiart.org/images/julius-bissier/29-6-61-t-1961.jpg,resized_images\76_resized.png
57727b79edc2cb3880e18fc4,Post Renaissance Art,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.167,0.667,0.333,0.167,0.25,0.0,0.0,0.0,0.0,0.0,0.083,0.25,0.0,https://uploads7.wikiart.org/images/george-stubbs/mares-and-foals-in-a-river-landscape-1768.jpg,resized_images\77_resized.png
57728736edc2cb388006b406,Modern Art,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.1,0.0,https://uploads6.wikiart.org/images/william-turnbull/horse-1954.jpg,resized_images\78_resized.png
57728172edc2cb3880f46baf,Modern Art,0.0,0.3,0.4,0.0,0.1,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,https://uploads7.wikiart.org/images/jean-rene-bazaine/chicago-detail-1953.jpg,resized_images\79_resized.png
577270e8edc2cb3880bfa325,Modern Art,0.1,0.0,0.4,0.0,0.1,0.2,0.3,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.3,0.1,0.0,https://uploads4.wikiart.org/images/jean-michel-basquiat/bird-on-money.jpg,resized_images\80_resized.png
577279ceedc2cb3880dc81af,Modern Art,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,https://uploads3.wikiart.org/images/franz-marc/blue-fox-1911.jpg,resized_images\81_resized.png
57727802edc2cb3880d64fcf,Modern Art,0.0,0.0,0.273,0.0,0.091,0.0,0.091,0.0,0.091,0.273,0.091,0.091,0.091,0.0,0.545,0.091,0.0,0.0,0.0,0.0,https://uploads0.wikiart.org/images/balthus/children-1937.jpg,resized_images\82_resized.png
57727029edc2cb3880bd081a,Renaissance Art,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,https://uploads1.wikiart.org/images/pietro-perugino/the-vision-of-st-bernard.jpg,resized_images\83_resized.png
577283cbedc2cb3880fbda39,Modern Art,0.0,0.0,0.364,0.091,0.091,0.182,0.0,0.0,0.273,0.364,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.0,0.0,https://uploads6.wikiart.org/images/aaron-siskind/feet-102-1957.jpg,resized_images\84_resized.png
5772839fedc2cb3880fb4537,Modern Art,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://uploads6.wikiart.org/images/henry-herbert-la-thangue/farm-near-horsey-norfolk-1885.jpg,resized_images\85_resized.png
57727f93edc2cb3880ee394c,Modern Art,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.1,0.5,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,https://uploads5.wikiart.org/images/stefan-luchian/interior-lorica-1913.jpg,resized_images\86_resized.png
57727ec7edc2cb3880ec220c,Post Renaissance Art,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.2,0.1,0.0,0.3,0.0,0.0,0.1,0.5,0.0,https://uploads1.wikiart.org/images/yannoulis-chalepas/mercury-venus-and-pegasus-1933.jpg,resized_images\87_resized.png
